,time,id,like,text
134,Tue Nov 30 23:59:17 +0000 2021,1465832838121627651,6,@covid_parent Two years is not enough for an accurate assessment. You must go back five years.
135,Tue Nov 30 23:59:16 +0000 2021,1465832833864372224,13,"I’m tired, tired of people’s endless complaining on here about Covid &amp; spewing their own theories. Every time I hear/see the word Covid, its another reminder that I lost my Mom to this god damn virus. It fucking hurts. It’s not all about you people. Think of what others have lost"
136,Tue Nov 30 23:59:15 +0000 2021,1465832832513757186,0,NBA - Anche i protocolli anti-Covid contro i Lakers: out LeBron James https://t.co/eP0Px2vSaz
137,Tue Nov 30 23:59:15 +0000 2021,1465832832270405632,3,@jojisupremacy yeah it was suppose to happen march 2020 but cancelled due to covid :(
138,Tue Nov 30 23:59:15 +0000 2021,1465832831029071876,5,Covid shot #3 sucks. I feel like crap. Maybe less bad next booster? Probably not.
139,Tue Nov 30 23:59:15 +0000 2021,1465832829909188618,3,"@chrischirp The key there is children from covid +ve households should not be in school, particularly in primaries where none of them are vaccinated. That would make a huge difference I think."
140,Tue Nov 30 23:59:14 +0000 2021,1465832828042629130,51,"Also worth noting the true impact of these low vaccination rates statewide.   In Teton County (83% fully vaccinated) about 1 in 1,676 people have died due to complications with COVID-19  In next-door Sublette County (32%), that rate is 1 in 447. In Park (42%) it's 1 in 301. https://t.co/kDVcUAXwZq"
141,Tue Nov 30 23:59:14 +0000 2021,1465832828021706759,0,@tim39941098 And it forces your body to produce the very spike proteins that (supposedly) make C0VID deadly. Covid kills (supposedly) through blood clots which occur when spike proteins damage your circulatory system.
142,Tue Nov 30 23:59:14 +0000 2021,1465832827463868420,42,"we're going to see aging millennials and zoomers continue to refuse to act like adults because ""covid stole x years of my life"".  It's going to be so damn annoying"
143,Tue Nov 30 23:59:13 +0000 2021,1465832824137818122,3,"@drnathimdladla Boosters every 3 months will destroy people's innate immune systems. Even if they give any protection against covid at all, they will make people vulnerable to every other microbe on the planet."
144,Tue Nov 30 23:59:13 +0000 2021,1465832823928020996,0,@BleacherReport Covid has interfered in all sports this season 😩
145,Tue Nov 30 23:59:13 +0000 2021,1465832822820814851,1,@CalKAuthor Thanks to Brexit there’s not enough people to take away the bodies of those who have died of covid. The bees are adapting to a new food source.
146,Tue Nov 30 23:59:13 +0000 2021,1465832821461688322,7,8 billion shots. This is not experimental; we have the data.  https://t.co/HfqCTG2DZa
147,Tue Nov 30 23:59:12 +0000 2021,1465832819142193153,0,@adrndm @MeisterSilver @Khairykj I see your point but how can we ever go forward if we don’t remove quarantines. We have to live with the risk people are positive. Chances are person next to you has Covid but would never know. Enough people are vaccinated to be taken care of - we have to live with the virus
148,Tue Nov 30 23:59:11 +0000 2021,1465832815417643012,9,@IFPMA What it all about??  https://t.co/p6M9xNio9k
149,Tue Nov 30 23:59:11 +0000 2021,1465832814385979396,0,"For the second straight year, enrollment in Virginia public schools has dropped, with 46,000 fewer students enrolled since the start of the COVID-19 pandemic. The largest school district in VA, Fairfax County, saw the largest dip. A 5.4% difference fall '19 and fall '21.  CRT."
150,Tue Nov 30 23:59:11 +0000 2021,1465832813848973315,0,@ArchLIB_ Covid is not an injury pal
151,Tue Nov 30 23:59:11 +0000 2021,1465832813832331265,0,@DOEChancellor @NYCSchools The Occupational Safety and Health Administration (OSHA) is abiding by a court order and suspending enforcement of the Biden administration's COVID-19 vaccine mandate on large private businesses.
152,Tue Nov 30 23:59:11 +0000 2021,1465832813266153472,2,@Carzonfye With some COVID patients they essentially plank them and it improves their breathing
153,Tue Nov 30 23:59:10 +0000 2021,1465832812032970759,0,"Give Covid vaccines to 100,000 asthmatic children because 'they face higher risk of hospitalisation' https://t.co/Vk54dUL8o8"
154,Tue Nov 30 23:59:10 +0000 2021,1465832808820137988,0,Federal judge in #Louisiana issues nationwide injunction blocking #BidenAdministration's #vaccinemandate for health care workers @theadvertiser  -Southern politics are on the menu at ChickenFriedPolitics.com- https://t.co/zR4tkI5V7K
155,Tue Nov 30 23:59:09 +0000 2021,1465832805066285057,0,@disclosetv If someone dies do to a forced vaccination by a politician... that politician committed murder. The family of the fallen shall seek revenge.
156,Tue Nov 30 23:59:09 +0000 2021,1465832804709593090,97,"My mom just called. My grandmother, Aunt, and Uncle, ALL HAVE COVID.  I swear to god if I lose another family member this year."
157,Tue Nov 30 23:59:08 +0000 2021,1465832802272747522,0,"Some experts hypothesise that mutations might happen more frequently in immunosuppressed people, and is one possible origin of the recent omicron variant. But how does this happen?  Selective pressure. A persistent infection may accelerate viral evolution  https://t.co/XXfkhryEZO"
158,Tue Nov 30 23:59:08 +0000 2021,1465832801626779648,0,BREAKING REPORT: Pfizer CEO Says “Most Likely Scenario” is “ANNUAL REVACCINATION” Against Covid... #dkpol
159,Tue Nov 30 23:59:08 +0000 2021,1465832800771137537,1,"@ss_slacker My theory: recruiters are people who can't handle failure  or difficulties and it has traditionally been an easy enough job.  Post covid world, the tech industries have become more competitive to hire and wages are up. Recruiters failing to get new staff is freaking them out."
160,Tue Nov 30 23:59:08 +0000 2021,1465832800502886402,0,"@laika_cosmonaut @biksyvix @stephlynn1982 @keidekay @PragmatismTK No developed country with Universal Healthcare defeated Covid-19 yet, you are relating two totally unrelated things together to prove your stupid point, what is wrong with you?"
161,Tue Nov 30 23:59:08 +0000 2021,1465832800418992132,1,A federal judge has temporarily blocked a mandate issued by President Biden set to take effect next week that would have required all U.S. health care workers to be vaccinated against COVID-19. The judge’s order temporarily blocks the mandate nationwide. https://t.co/dJQin5dj5I
162,Tue Nov 30 23:59:08 +0000 2021,1465832800418938881,0,A federal judge has temporarily blocked a mandate issued by President Biden set to take effect next week that would have required all U.S. health care workers to be vaccinated against COVID-19. The judge’s order temporarily blocks the mandate nationwide. https://t.co/N6gKl4XNlX
163,Tue Nov 30 23:59:08 +0000 2021,1465832800368660483,0,A federal judge has temporarily blocked a mandate issued by President Biden set to take effect next week that would have required all U.S. health care workers to be vaccinated against COVID-19. The judge’s order temporarily blocks the mandate nationwide. https://t.co/uipf9fbACf
164,Tue Nov 30 23:59:07 +0000 2021,1465832799798136834,0,"@vic_gaz @HumanHeadline @theheraldsun Numbers are stubbornly high here. Despite huge vaccination numbers, they aren’t dropping. Only good thing to say is that they aren’t really increasing either and the predictions of 3-4k cases a day hasn’t come true."
165,Tue Nov 30 23:59:07 +0000 2021,1465832799320092676,97,"NEW: Dallas County Reports a Five-Day Total of 1,107 New Positive 2019 Novel Coronavirus (COVID-19) Cases and 14 Deaths, Including 199 Probable Cases https://t.co/J5OizkX4jk"
166,Tue Nov 30 23:59:07 +0000 2021,1465832796816031746,2,"@TheLoneRaider @SthnBlueVoter @chipfranklin Actually, 40% of Republicans don't plan to get vaccinated, vs. 3% of Democrats.  https://t.co/Xxd7ZmRfN8"
167,Tue Nov 30 23:59:06 +0000 2021,1465832792474935299,1,"@chrismunce Do you think people are making such a big deal about the Covid vaccine because it’s a shot and someone has to give it to you? I mean people put things in their and their kids bodies all of the time - nutritional supplements, food additives etc without thinking about it."
168,Tue Nov 30 23:59:05 +0000 2021,1465832790298173441,1,One of my favourites @denisrancourt on @LauraLynnTT on the CH1 platform  https://t.co/HtXMTklTA7
169,Tue Nov 30 23:59:05 +0000 2021,1465832789367205888,1,Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/zvYxuKpbtR
170,Tue Nov 30 23:59:05 +0000 2021,1465832787932418051,8,"@MannyeNova @Twolves_PR @Timberwolves Doesn’t matter how athletic one is, we all have genetically different immune systems. Marco Rossi is a great athlete and nearly died from COVID."
171,Tue Nov 30 23:59:05 +0000 2021,1465832787840147460,1,"@SatoshiSarah Maybe you're against blocking and yeah blocking maybe just invites drama, everything is so chill for me now though, I just have a looong mute list of words like ""vaxx, biden, trump, covid, shitcoiner, libtard, tryanny, commie, jab, fauci"", the typical tribal stuff and I'm like: https://t.co/HUXnaXs1JG"
172,Tue Nov 30 23:59:05 +0000 2021,1465832787508932611,0,"$SYY, I have found this name to be an interesting proxy for COVID. https://t.co/LQ9hoBeBMo"
173,Tue Nov 30 23:59:04 +0000 2021,1465832786275692546,3,"@tedperl @Kafwen1 @Virg21Nicholls Tbh you can twist statistics to make them suit your own agenda. Prior to vaccines the survival rate of covid was 99% for most people with no risk of vaccine injuries. If you want to argue the 1% feel free,  you are only trading one minority group for another. no moral win here."
174,Tue Nov 30 23:59:04 +0000 2021,1465832785772355584,0,"Sports stats are so dumb, they say shit like ""here is Ronnie Smith from Cleveland Ohio, he's averaging 8 field goals per game and both of his grandparents died from covid in march"""
175,Tue Nov 30 23:59:04 +0000 2021,1465832785751556105,0,"Womp, womp: Efficacy of Merck’s Thor-inspired COVID pill crumbles, vexing experts https://t.co/dIzgfMJ9XP"
176,Tue Nov 30 23:59:04 +0000 2021,1465832784400990229,3,This: https://t.co/QHUlunBCcs
177,Tue Nov 30 23:59:04 +0000 2021,1465832783910248449,5,UPDATE: FDA panel backs first-of-a-kind COVID-19 pill from Merck https://t.co/8TpLopLI2D
178,Tue Nov 30 23:59:03 +0000 2021,1465832782446350338,0,"@MrJohns43513791 @JakeAuch @All435Reps Just like thebrest of us have the right to not become sick due to someone's selfishness.  That's the bottom line, selfishness.  I contracted the virus while waiting for my turn for the vaccine... Are you going to pay for my healthcare and medications post-Covid?"
179,Tue Nov 30 23:59:03 +0000 2021,1465832781972328450,0,"@Dorrie_theWitch Everyone is standoffish since COVID. I did ask one team, and they looked at me like I was insane."
180,Tue Nov 30 23:59:03 +0000 2021,1465832780315738116,0,WHACK JOB❗️ https://t.co/aBbf2HAuXx
181,Tue Nov 30 23:59:03 +0000 2021,1465832779770380292,0,"Yep it's Covid. Well, wish me luck friends. 👋"
182,Tue Nov 30 23:59:03 +0000 2021,1465832779376173058,0,"@salad_is_delish @neontaster Just for the sake of argument, what is the smallest number in that study would have had you go ""huh, I guess masks in public are a good, useful tool against COVID""?"
183,Tue Nov 30 23:59:03 +0000 2021,1465832779350953992,0,Lebron got Covid ??????
184,Tue Nov 30 23:59:02 +0000 2021,1465832777484410886,0,@NSWHealth We are getting a few hundred a day of Covid. These posts are spreading fear when we have no idea yet how it compares to Delta.
185,Tue Nov 30 23:59:01 +0000 2021,1465832773692841986,0,@tomashemstad This has been happening to us for months now. It’s supposedly part of the COVID problems but that’s no comfort when we’re standing out in the DC winter for two hours :/
186,Tue Nov 30 23:59:01 +0000 2021,1465832773491441667,0,"Chinese government officials ... are exploiting gaps in search results on powerful engines like Google, YouTube and Bing to advance conspiracy theories https://t.co/jFgyidaf98"
187,Tue Nov 30 23:59:01 +0000 2021,1465832772040159233,0,High compliance with vaccination requirement for BC Public Service https://t.co/PrXoPleRWy via @Indo-Canadian Voice https://t.co/1PkuqmNgNf
188,Tue Nov 30 23:59:01 +0000 2021,1465832771062960132,2,"@Sugar_tits_420 I have gotten the vaccine, and we are practically besties now. I am covid free, but I'm also boring and don't go anywhere and sanitize often. I support peoples choice to get it or not, as long as people are happy I don't care one way or another"
189,Tue Nov 30 23:59:00 +0000 2021,1465832769850953728,0,Symptomatic COVID-19 testing should be free and readily accessible to all Ontarians - but it does not belong in drug stores. Sign the petition calling on Doug Ford to keep our pharmacies safe. #ONPoli https://t.co/enqJPhtFG9
190,Tue Nov 30 23:59:00 +0000 2021,1465832766306717697,0,The UK authorized Merck's COVID pill. It's the first shown to treat COVID-19 https://t.co/MTxLlbY7iY
191,Tue Nov 30 23:58:59 +0000 2021,1465832766243840002,3,@Saints_Mike7167 Let me guess …….. Covid Covid Covid Covid and repeat
192,Tue Nov 30 23:58:59 +0000 2021,1465832765568565249,1,@chair_ie @Dream @sapnap @GeorgeNotFound Thank you Covid kicking my arse but I’m getting there 💕💕💕
193,Tue Nov 30 23:58:59 +0000 2021,1465832764935217157,1,Anti-Vaxer Daystar founder Marcus Lamb dies after battle with COVID-19 | https://t.co/5w4246Kpaz https://t.co/29W9jDvoEt
194,Tue Nov 30 23:58:59 +0000 2021,1465832763915845634,8,"@siobhanchiffon Not to worry anyone, but Pfizer didn't do anything to me but when I got the Moderna booster it kicked my ass for like 2 days. I highly recommend going into the booster with hella water/pedialyte in your system, I've heard it helps. So if you do get sick, know you weren't alone."
195,Tue Nov 30 23:58:59 +0000 2021,1465832763559321603,4,boosted with pfizer #3. #GetVaccinated #BoosterShot
196,Tue Nov 30 23:58:58 +0000 2021,1465832761885966347,5,"@ukiswitheu No Mr Javid, the misjudgement is all yours &amp; your maskless colleagues.Educate yourselves about Covid contagion &amp; proven mitigatns that suppress spread &amp; augment vaccines (which may be less effective against Omicron)&amp; set a good example to your constituents &amp; the people of the UK."
197,Tue Nov 30 23:58:58 +0000 2021,1465832761856561156,11,heyyyy so i just talked to the onset covid consultant and he said ur toxic as well as basic. i’m rly sorry it’s just what he said. also i’m positive
198,Tue Nov 30 23:58:57 +0000 2021,1465832756689125376,2,"@Gordon_crp @judepd endemic means yearly jabs, it means people still get it &amp; people still die flu is endemic, people get jabs each year,  people die each year it will cost millions, like flu, each year to manage an endemic covid there is no other way. all those diseases listed are vaxed against"
199,Tue Nov 30 23:58:56 +0000 2021,1465832753677561861,4,"Covid got me thinking that it’s some sort of fraternity now, and that it’s currently in its Omicron class 💀💀"
200,Tue Nov 30 23:58:56 +0000 2021,1465832750607388672,32,@ChrisStigall Tell me you're invested in Pfizer without telling me you're invested in Pfizer.
201,Tue Nov 30 23:58:56 +0000 2021,1465832750057930755,1,"@thdivewhisperer Hyenas eat bones every day, never heard of them getting flu or covid."
202,Tue Nov 30 23:58:54 +0000 2021,1465832744961945602,7,The only thing worse than working on the front line of covid for the past 20 months (minus some time off) is having to listen to people complain about covid who’ve not seen/witnessed the stuff we’ve had to that will stay with us forever!!
203,Tue Nov 30 23:58:54 +0000 2021,1465832743934345216,3,"@MABBMW @MustangSal2709 The NHS waiting list is so long due to the result of covid restrictions…not covid! 1000’s more have died from many more things than have died FROM covid.  It’s attitudes like yours that’s deluded, brainwashed &amp; selfish! 🤬"
204,Tue Nov 30 23:58:54 +0000 2021,1465832743548325891,0,They are tossing the term “Only vaccinated Activity” OVA: To push for mandating forced vaccination of minor children in Canada: This is a crime: When can my child get a COVID-19 shot? | CTV News https://t.co/n6BROUBn84
205,Tue Nov 30 23:58:54 +0000 2021,1465832742000726019,0,I get a weekly covid test for my job and it’s a different person that does it every time…this one today literally touched the back of my brain and now I keep sneezing…my eyes even teared up WTF…she was heavy handed…
206,Tue Nov 30 23:58:53 +0000 2021,1465832741124161540,0,"@BubbasRanch @amcelha3 @JohnDublin10 @CrispyCX @4Clearsky @jimdtweet @Kenneth72712993 @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @ejwwest @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof Not disagreeing.  Just the argument you presented.  Personally, well professionally, we need to stop the vax.  It was just to augment herd.  Not replace it."
207,Tue Nov 30 23:58:53 +0000 2021,1465832740465618948,1,"Good question. In that case, covid isn't going anywhere. https://t.co/uTx7dWX7fP"
208,Tue Nov 30 23:58:53 +0000 2021,1465832738456485890,0,🇮🇳 INDIA: Tamil Nadu officials extend COVID-19 restrictions until 15 December – Update | https://t.co/LJf8OxFmpl
209,Tue Nov 30 23:58:53 +0000 2021,1465832738376728580,1,What We Know -- and Don't Know -- About the Omicron COVID Variant https://t.co/dX3wik7Or4
210,Tue Nov 30 23:58:53 +0000 2021,1465832737449791491,1,"A judge on Tuesday blocked President Joe Biden’s COVID-19 vaccine mandate for federal contractors, finding that Biden likely lacks the authority to force them to get vaccinated.   https://t.co/dNicBJimVD"
211,Tue Nov 30 23:58:52 +0000 2021,1465832736736874496,1,"@snarkgrapefruit This isn’t the first time he broke the rules. He broke Covid quarantine while he was contagious. 4/12/2020, had an altercation with a bicyclist &amp; he said he was past quarantine. His wife blogged that he had a 100 degree fever and confirmed and 4/13 said he still had a fever."
212,Tue Nov 30 23:58:52 +0000 2021,1465832735835103235,4,"@JohnDublin10 @try2golf @TWTThisIsNow @amcelha3 @BubbasRanch @CrispyCX @4Clearsky @jimdtweet @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @keithamccluskey @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @ejwwest @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof ""reduces their chances of dying of covid by a factor of 20""  If that were true (it's not) we shouldn't have 3,612 of 4,382 (82.4%) deaths in UK residents 30 and up fully vaxxed.  88.9% of new cases in UK residents 30+ are fully vaxxed. https://t.co/nOBa2wBheT https://t.co/zHk2GTVgCz"
213,Tue Nov 30 23:58:52 +0000 2021,1465832735696732164,149,I just got my covid booster and flu shot and boy are my arms tired!!
214,Tue Nov 30 23:58:52 +0000 2021,1465832733985234949,1,@WalterAppling Covid and Darwinism struggle
215,Tue Nov 30 23:58:52 +0000 2021,1465832733003984909,0,"@clovis69 @phalanxo @jchaase @davidshepardson @Reuters @SenatorCantwell It was a pandemic, not a sluggish quarter. Having stockpiles of cash on the off chance something like COVID-19 hits without using those stockpiles would be the irresponsible action here."
216,Tue Nov 30 23:58:52 +0000 2021,1465832732978778112,1,@mattlanza Always a good read right here!!   https://t.co/m9tDcoFITA
217,Tue Nov 30 23:58:52 +0000 2021,1465832732869550084,0,Imagine having r*tarded anti vaxx parents like this. Mom died and dad is getting fucked in the ass in ICU.   https://t.co/OdVelfelQw
218,Tue Nov 30 23:58:51 +0000 2021,1465832731707854851,1,My covid quarantine piece Expulsion is available for 30 tez on secondary. One of my fave pieces. Technically made on release from (covid) jail. Meaningful now b/c I'm under the weather again. Round 4? https://t.co/Q3VEFHCZwU
219,Tue Nov 30 23:58:51 +0000 2021,1465832731317841926,2,i’m pretty sure i caused a covid outbreak and i didn’t know i feel so guilty but i don’t know and there’s no way to know now?? like it’s been weeks but i’m putting the prices togethor and it ain’t lookin good
220,Tue Nov 30 23:58:51 +0000 2021,1465832730906738706,0,"@PrimeministerGR #primeministergr this is not democracy, this is dictatorship ! Vaccination is a choice not a punishment !"
221,Tue Nov 30 23:58:50 +0000 2021,1465832728427905031,0,"NATURAL NEWS  - Clown world on parade as covid tyrants  ""allow"" you to use toilets again https://t.co/h02qwwYjh4 https://t.co/bzdRE5snM4"
222,Tue Nov 30 23:58:50 +0000 2021,1465832728096817152,0,"Amazon rolled back Covid safety protocols in warehouses, says New York attorney general https://t.co/mbroyy1gF8  #letitiajames #newyorkcity #pandemic #newyorkcitycoronavirus #technology"
223,Tue Nov 30 23:58:50 +0000 2021,1465832726997655552,2,@covid_parent Always. 😂
224,Tue Nov 30 23:58:50 +0000 2021,1465832726179856385,0,LEBRON GOT COVID???!!!?!!!??
225,Tue Nov 30 23:58:50 +0000 2021,1465832725588455424,0,Covid-19 is basically just going Greek now.
226,Tue Nov 30 23:58:49 +0000 2021,1465832723629621249,4,“Louisiana federal judge blocks nationwide COVID vaccine mandate for health care workers.” There’s some kind of stupid in the water in Louisiana these days.
227,Tue Nov 30 23:58:49 +0000 2021,1465832722153279493,0,Do Nursing Homes have adequate NPI measures against Covid eg air filtration?  Does this come under Natl Policy for Safeguarding Vulnerable People- specifically freedom from institutional neglect?  (Note- unintended neglect is still neglect). @Orla_Hegarty @AgeAction @hpscireland https://t.co/QKK4iq7VB2
228,Tue Nov 30 23:58:49 +0000 2021,1465832721285062661,0,I smell a lawsuit or two coming  https://t.co/hRbDRKy9Lw
229,Tue Nov 30 23:58:48 +0000 2021,1465832719385088006,6,Biden talks Covid because he gets 3% higher poll ratings. He’s polls increase from 35% favorable to 38% favorable. Regardless Biden Ship That Sailed Has Already Sunk.
230,Tue Nov 30 23:58:48 +0000 2021,1465832718961283076,0,"@quintic That's what I meant to claim, that the general causes of death didn't go up, that covid didn't create a spike in causes of death. When adjusted, excess deaths didn't rise. However, they have recently risen sharply and we are left to speculate about why. https://t.co/lVNiqXqPa3"
231,Tue Nov 30 23:58:48 +0000 2021,1465832718336364549,12,"@MikeKowal9 @clarencehilljr @MasterTes I’m not sure what world  you live on, but anyone who believes in science knows you can still get Covid . With having the vaccination. 🤦🏽‍♂️"
232,Tue Nov 30 23:58:48 +0000 2021,1465832716973211654,0,@ShamsCharania Crazy how there has been a huge uptick in covid cases in the nba this season compared to last season with just about everyone in league vaccinated…DAMN IT KYRIE!
233,Tue Nov 30 23:58:47 +0000 2021,1465832715928940544,5,am i the only one who's social anxiety was DESTROYED by covid. like before i avoided people even looking at me now i see a cool person and i ask if they wanna exchange phone numbers and be friends. i'm so proud of myself :)
234,Tue Nov 30 23:58:47 +0000 2021,1465832715174006793,7,@aybae1 @OK_Dumbass @FoxNews @TuckerCarlson Kind of funny that Pfizer requested to not have its data on the vaccine not to be released for 55 years don’t you think?
235,Tue Nov 30 23:58:46 +0000 2021,1465832711147249667,0,People who name their dog COVID should be arrested and put in the pound https://t.co/iby0oXkJnO
236,Tue Nov 30 23:58:45 +0000 2021,1465832707359862787,9,I’m watching any 🤡 cheering LeBron getting COVID. This stuff is serious. Boo him all you want but don’t cheer someone getting a deadly virus. That’s sick. As much as I hate the Celtics I wouldn’t wish one of them to get something like this. Don’t be a weirdo.
237,Tue Nov 30 23:58:45 +0000 2021,1465832706210598912,1,"Australian politicians are now trying to impose their will on the Covid bio war e.g. ""we MUST live with variants"", ""we CAN manage Omicron"" etc. This fixed mindset will soon crash and burn when the mutations sidestep our vaccines. Wishing and hoping is not a defence in a bio war."
238,Tue Nov 30 23:58:45 +0000 2021,1465832706017689601,2,"COVID-19 DAILY UPDATE: November 30, 2021  Statistics from November 29, 2021  • New cases: 35 • Active cases: 143 • Hospitalized: 58 • People in ICU: 17 • Deaths reported: 7  For more information, visit the Data and Statistics page at https://t.co/rZgXeUNb9f. https://t.co/dDgWee2rbw"
239,Tue Nov 30 23:58:44 +0000 2021,1465832702096125954,0,Looks like LeBron got COVID 🥴
240,Tue Nov 30 23:58:44 +0000 2021,1465832701982756864,3,"@janet60286241 @Smeargledile @TheEconomist How can unvaccinated be blamed when they're not even allowed in the community to spread it? Getting the vaccine doesn't mean you can't get covid and pass it on, it means your body can recognise the virus and fight it more effectively. Stop spreading misinformation."
241,Tue Nov 30 23:58:44 +0000 2021,1465832701836107782,2,"@BCDFoundation @gottattleva The Image in Fig.1 (4) of the paper below, shows the basis of neuronal damage and grey matter loss in COVID-19  and apoptotic cell injury in Long-COVID. https://t.co/TEunKq5jnL"
242,Tue Nov 30 23:58:43 +0000 2021,1465832699105476608,1,"@Phil_P_Saliba @midwestjulie @davidfrum Such a BS cut &amp; paste argument. Like comparing Apples to Pelicans. Think it through. Nutritional habits are a part of life where 500k activities build up over 70 yrs to influence your health, and those decisions do not affect others as they are not contagious. Covid = Contagion."
243,Tue Nov 30 23:58:43 +0000 2021,1465832695934640129,1,Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/e5srNKRTSE
244,Tue Nov 30 23:58:42 +0000 2021,1465832693472628746,3,"@BigJoeBastardi Annual vax makes sense. Flu vax loses a lot of effectiveness after 4 months, no reason to think Covid vax would last more than a year in a best case scenario. Exception: if Covid mutates to a milder form, which is fairly likely at some point."
245,Tue Nov 30 23:58:42 +0000 2021,1465832691211718657,1,"@GutLean @nobaseyellow Tightening travel with the headline-countries didn't work to keep COVID out of anywhere, or Alpha or Delta. It's not going to work to Omicron out of anywhere either. It's just theatre."
246,Tue Nov 30 23:58:42 +0000 2021,1465832691144798215,182,"There needs to be accountability for the folks who blew the Covid response. From Trump, to pence, to Kushner on down. It was the greatest national security and public health failure in American history. And we need justice to heal and honor the lost https://t.co/T6wUXg3V9E"
247,Tue Nov 30 23:58:41 +0000 2021,1465832690792423425,1,"@AnDexVin @TheWeeder001 I had a tetanus booster a few years ago, I had a covid booster a few weeks ago, what’s the problem?"
248,Tue Nov 30 23:58:41 +0000 2021,1465832690553344008,0,"@ChrisMusson Lmao the thing is, if he would've had a point if he had called out @BBCScotland for the ridiculous amount of time and energy they put into undermining/belittling the @scotgovhealth health and covid-mitigating policies instead of encouraging/promoting them."
249,Tue Nov 30 23:58:41 +0000 2021,1465832689420816386,1,LA County Sheriff Boots China-Linked Covid Testing Firm After FBI Warns Over DNA Data https://t.co/AEnFdEHfol
250,Tue Nov 30 23:58:40 +0000 2021,1465832683578150914,0,Idaho braces for expected arrival of omicron variant (from @AP) #idpol #IdahoCOVID19  https://t.co/NHECyy8iyD
251,Tue Nov 30 23:58:39 +0000 2021,1465832682240331781,0,"RATT Singer STEPHEN PEARCY Tests Positive For COVID-19, Postpones East Coast Shows - https://t.co/l3CH4BVe0S https://t.co/0DQWJXetax"
252,Tue Nov 30 23:58:39 +0000 2021,1465832682080845825,0,@lakeshow_wess Highly doubt they’re lying about covid
253,Tue Nov 30 23:58:39 +0000 2021,1465832681355329543,7,@13thNemesis @kleymo1 @aginnt I am for vaccination - especially for the vulnerable populaion . There is no evidence that transmission rate is significantly lower in vaacinated people than unvaccinated . Certainly not enough to justify state police thugs beating your fellow citizens.
254,Tue Nov 30 23:58:39 +0000 2021,1465832680558317568,0,"@airindiain I had booked a flight from Delhi to Toronto for May 28, 2021, which was rescheduled various times due to Covid. The ticket was cancelled in August 2021, but I have not received a refund to date. Booking Reference: Y5YVX"
255,Tue Nov 30 23:58:39 +0000 2021,1465832680390635525,0,@rami65324518 @CryptoairdropL @BananaMediaQ She tells how politicians abuse their power and the Healthcare system isn't overloaded from covid but from the shortage of professional workers. Now politics do stupid laws to make more Healthcare workers leave the system what will lead to even more problems.
256,Tue Nov 30 23:58:39 +0000 2021,1465832678884724736,0,Just chill with everything COVID and move on with your life.   This sensationalism and alarmism is just annoying at this point.
257,Tue Nov 30 23:58:39 +0000 2021,1465832678402543619,50,@washingtonpost When will Fox suspend their hosts for spreading lies about Covid and endangering countless people? That seems even more important.
258,Tue Nov 30 23:58:38 +0000 2021,1465832677563580416,0,The time to accept that COVID-19 is an endemic is now. We should not prolong this virus any longer because we have the solution. We have the vaccine and the majority of people have taken it. Let’s move on with our lives and no longer live in uncertainty of new restrictions.
259,Tue Nov 30 23:58:38 +0000 2021,1465832677504913410,1,Hundreds gather for underground 'prohibition-style' COVID science conference https://t.co/eRDtWJUb8G
260,Tue Nov 30 23:58:38 +0000 2021,1465832674686287874,1,RFK Jr.’s book exposing Fauci is #1 bestseller on Amazon despite ‘total media blackout’   https://t.co/GR4ItFryCZ   #COVID19 #coronavirus
261,Tue Nov 30 23:58:37 +0000 2021,1465832673763545093,0,Covid: Who can have a booster jab and how can you get one? - BBC News https://t.co/cCqIhPaj39 https://t.co/JnDBp6JxnM
262,Tue Nov 30 23:58:37 +0000 2021,1465832673696530433,1,"@originalkooch @spittinchiclets 2 years. This is his 3rd now.   Didn’t get hurt his rookie year, season ended early cause Pandemic. He got COVID last year, so he missed 2-3 weeks. So many Devils got COVID they stopped games.   This is first year he got hurt……….."
